run_dir,method,scene,uav_num,instance,astar_failures,repeat_keys,max_repeat,c3_attempts,skipped_low_repeat,skipped_by_cooldown,no_cert_count,no_benefit_count,c3_trigger_count,synthetic_cert_count,synthetic_no_benefit_count,synthetic_trigger_count,benefit_median_s,benefit_max_s,actual_b3_sent,actual_b3_sent_c3_accept,actual_b3_sent_c3_reject,makespan_s_proxy,finish_count,json_parse_error_count
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_008,b2,cubicle_office,4,008,5,2,3,1,4,0,0,1,0,0,0,0,-26.107541101319793,-26.107541101319793,0,0,0,78.7534453868866,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_009,b2,cubicle_office,4,009,3,2,2,0,3,0,0,0,0,0,0,0,,,0,0,0,73.90202760696411,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_010,b2,cubicle_office,4,010,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,57.334325551986694,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_011,b2,cubicle_office,4,011,13,6,3,3,10,0,0,3,0,0,0,0,-10.791543334107612,-5.5070566354804935,0,0,0,67.62957501411438,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_012,b2,cubicle_office,4,012,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,82.19080567359924,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_013,b2,cubicle_office,4,013,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,77.4673159122467,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_001,b3,cubicle_office,4,001,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,87.2786602973938,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_002,b3,cubicle_office,4,002,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,48.659942626953125,1,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_003,b3,cubicle_office,4,003,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,68.96945905685425,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_004,b3,cubicle_office,4,004,13,6,3,3,10,0,3,0,0,0,0,0,,,6,0,6,71.6482584476471,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_005,b3,cubicle_office,4,005,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,63.44556784629822,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_006,b3,cubicle_office,4,006,6,3,3,1,5,0,1,0,0,0,0,0,,,3,0,3,76.79473280906677,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_007,b3,cubicle_office,4,007,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,86.79047346115112,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_008,b3,cubicle_office,4,008,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,152.18368864059448,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_009,b3,cubicle_office,4,009,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,63.979042768478394,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_010,b3,cubicle_office,4,010,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,60.259074687957764,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_011,b3,cubicle_office,4,011,2,2,1,0,2,0,0,0,0,0,0,0,,,2,0,2,70.18234467506409,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_012,b3,cubicle_office,4,012,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,63.139811992645264,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_013,b3,cubicle_office,4,013,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,67.87453818321228,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_001,b0,octa_maze,4,001,3,1,3,1,2,0,0,1,0,1,1,0,-11.203512378052896,-11.203512378052896,0,0,0,100.63250708580017,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_002,b0,octa_maze,4,002,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,67.57710123062134,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_003,b0,octa_maze,4,003,2,2,1,0,2,0,0,0,0,0,0,0,,,0,0,0,82.291419506073,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_004,b0,octa_maze,4,004,3,2,2,0,3,0,0,0,0,0,0,0,,,0,0,0,62.84997081756592,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_005,b0,octa_maze,4,005,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,96.25805139541626,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_006,b0,octa_maze,4,006,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,74.11567163467407,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_007,b0,octa_maze,4,007,1,1,1,0,1,0,0,0,0,0,0,0,,,0,0,0,107.24483609199524,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_008,b0,octa_maze,4,008,3,2,2,0,3,0,0,0,0,0,0,0,,,0,0,0,75.80252289772034,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_009,b0,octa_maze,4,009,3,2,2,0,3,0,0,0,0,0,0,0,,,0,0,0,80.64370441436768,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_010,b0,octa_maze,4,010,8,3,5,1,5,2,0,1,0,1,1,0,-11.203512378052896,-11.203512378052896,0,0,0,76.60897469520569,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_011,b0,octa_maze,4,011,5,2,3,1,4,0,0,1,0,1,1,0,-11.203512378052896,-11.203512378052896,0,0,0,98.76998233795166,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_012,b0,octa_maze,4,012,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,88.69075465202332,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_013,b0,octa_maze,4,013,18,4,10,2,7,9,0,2,0,2,2,0,-11.203512378052896,-11.203512378052896,0,0,0,83.19892883300781,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_001,b1,octa_maze,4,001,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,91.566166639328,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_002,b1,octa_maze,4,002,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,83.92994666099548,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_003,b1,octa_maze,4,003,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,82.74968957901001,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_004,b1,octa_maze,4,004,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,81.91877746582031,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_005,b1,octa_maze,4,005,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,79.57026624679565,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_006,b1,octa_maze,4,006,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,75.25556945800781,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_007,b1,octa_maze,4,007,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,74.3610987663269,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_008,b1,octa_maze,4,008,3,2,2,0,0,0,0,0,0,0,0,0,,,0,0,0,63.92417097091675,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_009,b1,octa_maze,4,009,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,68.32817721366882,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_010,b1,octa_maze,4,010,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,71.2743992805481,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_011,b1,octa_maze,4,011,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,76.49569916725159,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_012,b1,octa_maze,4,012,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,70.23073863983154,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b1_octa_maze_uav4_run_013,b1,octa_maze,4,013,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,89.45001554489136,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_001,b2,octa_maze,4,001,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,68.88893818855286,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_002,b2,octa_maze,4,002,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,92.05064654350281,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_003,b2,octa_maze,4,003,3,2,2,0,3,0,0,0,0,0,0,0,,,0,0,0,109.98566555976868,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_004,b2,octa_maze,4,004,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,90.82421731948853,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_005,b2,octa_maze,4,005,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,71.36515426635742,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_006,b2,octa_maze,4,006,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,75.29117488861084,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_007,b2,octa_maze,4,007,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,65.92152714729309,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_008,b2,octa_maze,4,008,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,94.89927005767822,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_009,b2,octa_maze,4,009,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,83.02801203727722,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_010,b2,octa_maze,4,010,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,80.73855781555176,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_011,b2,octa_maze,4,011,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,87.6641640663147,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_012,b2,octa_maze,4,012,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,61.811635971069336,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b2_octa_maze_uav4_run_013,b2,octa_maze,4,013,10,4,3,3,7,0,0,3,0,0,0,0,-4.690787933035116,-2.7493734297991996,0,0,0,86.27396702766418,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_001,b3,octa_maze,4,001,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,71.56351971626282,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_002,b3,octa_maze,4,002,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,71.3420922756195,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_003,b3,octa_maze,4,003,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,86.0165228843689,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_004,b3,octa_maze,4,004,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,58.781837940216064,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_005,b3,octa_maze,4,005,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,81.31086587905884,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_006,b3,octa_maze,4,006,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,73.82122039794922,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_007,b3,octa_maze,4,007,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,76.9551248550415,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_008,b3,octa_maze,4,008,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,77.40008878707886,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_009,b3,octa_maze,4,009,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,71.90785479545593,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_010,b3,octa_maze,4,010,8,6,3,1,7,0,1,0,0,0,0,0,,,5,0,5,75.11933588981628,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_011,b3,octa_maze,4,011,2,2,1,0,2,0,0,0,0,0,0,0,,,2,0,2,82.74192357063293,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_012,b3,octa_maze,4,012,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,75.0116114616394,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b3_octa_maze_uav4_run_013,b3,octa_maze,4,013,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,74.80049467086792,4,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_001,b0,open_plan_office,3,001,51,1,51,3,2,46,0,2,1,3,2,1,-1.1908323039842728,3.909167696015727,0,0,0,60.86946773529053,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_002,b0,open_plan_office,3,002,599,2,589,37,4,558,0,3,34,37,3,34,75.00916769601574,165.90916769601571,0,0,0,61.836276054382324,2,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_003,b0,open_plan_office,3,003,616,1,616,36,2,578,0,2,34,36,2,34,84.45916769601573,173.40916769601571,0,0,0,66.17954540252686,2,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_004,b0,open_plan_office,3,004,649,2,641,37,4,608,0,3,34,37,3,34,82.80916769601572,182.1091676960157,0,0,0,60.79696869850159,2,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_005,b0,open_plan_office,3,005,9,1,9,1,2,6,0,1,0,1,1,0,-6.590832303984273,-6.590832303984273,0,0,0,61.573798418045044,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_006,b0,open_plan_office,3,006,22,1,22,2,2,18,0,2,0,2,2,0,-4.190832303984274,-1.7908323039842742,0,0,0,68.59023642539978,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_007,b0,open_plan_office,3,007,704,1,704,37,2,665,0,2,35,37,2,35,98.70916769601573,203.70916769601573,0,0,0,60.149802923202515,2,0
