run_dir,scene,uav_num,method,instance,communication_threshold_m,activation_script,prct_enable_retry_suppression,prct_enable_peer_takeover,pilot_completed,completion_observed_all,finish_count,makespan_s_proxy,astar_failure_diagnostic_count,astar_open_set_exhausted_count,astar_repeated_goal_count,astar_max_goal_failures,trajectory_plan_failure_count,trajectory_plan_astar_failure_count,explore_failure_count,explore_success_count,lkh_failure_count,lkh_success_count,lkh_duration_p95_wall_s,allocation_assignment_count,allocation_candidate_set_count,takeover_sent,takeover_received,takeover_executed,takeover_dropped,takeover_targets,receipt_sent_count,receipt_received_count,receipt_accepted,receipt_completed,receipt_rejected,receipt_aborted,receipt_stale,handoff_fallback_count,peer_reachability_query_count,wait_events_count,wait_transitions_count,wait_exit_count,wait_duration_total_wall_s,wait_duration_p50_wall_s,wait_duration_p95_wall_s,retry_suppression_register,retry_suppression_skip,takeover_suppressed,trajectory_end_frontier_covered,trajectory_end_periodic_replan,event_trajectory_start,event_trajectory_end,json_parse_error_count
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b0_cubicle_office_uav4_run_012,cubicle_office,4,b0,012,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,65.68035936355591,0,0,0,0,0,0,7,286,0,490,0.04920259999999999,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,276,9,320,286,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b0_cubicle_office_uav4_run_013,cubicle_office,4,b0,013,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,59.27820563316345,0,0,0,0,0,0,6,236,0,408,0.0423061,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,232,4,251,236,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_001,cubicle_office,4,b1,001,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,0,3,125.8121554851532,0,0,0,0,0,0,3,198,0,449,0.17301429999999995,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,171,23,206,197,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_002,cubicle_office,4,b1,002,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,68.16877269744873,22,22,0,1,24,22,25,257,0,482,0.09634999999999999,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,22,28,0,239,15,284,254,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_003,cubicle_office,4,b1,003,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,69.98965811729431,0,0,0,0,0,0,5,258,0,454,0.0542508,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,247,11,280,258,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_004,cubicle_office,4,b1,004,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,78.99125909805298,0,0,0,0,0,0,6,289,0,476,0.035178,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,278,11,319,289,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_005,cubicle_office,4,b1,005,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,63.14247941970825,0,0,0,0,0,0,5,259,0,424,0.04086089999999999,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,254,5,269,259,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_006,cubicle_office,4,b1,006,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,79.08241391181946,0,0,0,0,0,0,4,285,0,498,0.052896349999999995,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,279,6,313,285,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_007,cubicle_office,4,b1,007,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,80.23044443130493,0,0,0,0,0,0,4,248,0,493,0.064462,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,232,15,272,248,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_008,cubicle_office,4,b1,008,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,60.37960648536682,0,0,0,0,0,0,6,241,0,434,0.037415699999999996,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,235,6,265,241,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_009,cubicle_office,4,b1,009,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,70.39930009841919,0,0,0,0,0,0,4,288,0,465,0.039155799999999984,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,275,13,309,288,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_010,cubicle_office,4,b1,010,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,70.12976264953613,0,0,0,0,0,0,7,253,0,459,0.08820439999999986,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,245,7,281,253,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_011,cubicle_office,4,b1,011,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,66.5180721282959,0,0,0,0,0,0,6,269,0,445,0.043468349999999996,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,261,8,296,269,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_012,cubicle_office,4,b1,012,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,65.08844470977783,15,15,0,1,15,15,17,256,0,480,0.04026139999999999,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,15,22,0,247,7,283,254,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b1_cubicle_office_uav4_run_013,cubicle_office,4,b1,013,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,64.00516295433044,0,0,0,0,0,0,6,240,0,417,0.07671939999999994,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,228,11,258,240,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_001,cubicle_office,4,b2,001,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,70.85647368431091,0,0,0,0,0,0,5,268,0,440,0.0476711,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,256,12,283,268,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_002,cubicle_office,4,b2,002,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,86.47813653945923,0,0,0,0,0,0,7,242,0,463,0.048856,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,230,12,284,242,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_003,cubicle_office,4,b2,003,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,74.41521906852722,0,0,0,0,0,0,6,273,0,517,0.046832849999999995,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,260,13,288,273,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_004,cubicle_office,4,b2,004,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,78.63119316101074,3,3,0,1,4,3,8,304,0,480,0.03821539999999998,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.0,,,3,0,0,278,25,323,303,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_005,cubicle_office,4,b2,005,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,78.10143399238586,9,9,0,1,10,9,14,257,0,469,0.0454109,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.0,,,9,5,0,242,14,274,256,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_006,cubicle_office,4,b2,006,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,74.62456679344177,0,0,0,0,0,0,7,249,0,481,0.0608652,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,242,7,265,249,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_007,cubicle_office,4,b2,007,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,85.82926344871521,0,0,0,0,0,0,5,263,0,451,0.04388,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,241,22,308,263,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_008,cubicle_office,4,b2,008,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,78.75073504447937,5,5,0,1,5,5,13,291,0,491,0.051473599999999994,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.0,,,5,0,0,280,9,329,289,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_009,cubicle_office,4,b2,009,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,73.90202760696411,3,3,0,1,3,3,6,262,0,427,0.0400335,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.0,,,3,0,0,247,14,283,261,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_010,cubicle_office,4,b2,010,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,57.25985860824585,0,0,0,0,0,0,6,223,0,413,0.05670035,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,218,5,242,223,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_011,cubicle_office,4,b2,011,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,67.56946420669556,13,13,0,1,14,13,18,220,0,443,0.06369199999999998,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0.0,,,13,10,0,209,8,256,218,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_012,cubicle_office,4,b2,012,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,82.16086053848267,0,0,0,0,0,0,6,258,0,448,0.051285250000000004,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,237,21,279,258,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b2_cubicle_office_uav4_run_013,cubicle_office,4,b2,013,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,false,1,1,4,77.43017387390137,0,0,0,0,0,0,5,298,0,488,0.0544046,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,284,14,323,298,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_001,cubicle_office,4,b3,001,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,87.19555735588074,0,0,0,0,0,0,5,265,0,496,0.07176225,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,243,22,303,265,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_003,cubicle_office,4,b3,003,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,68.89240503311157,0,0,0,0,0,0,4,220,0,397,0.0784235,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,209,11,235,220,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_004,cubicle_office,4,b3,004,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,71.61433362960815,13,13,0,1,15,13,26,258,0,449,0.04806865,25,10,6,6,6,0,6,12,48,6,6,0,0,0,0,18,6,6,6,1.5240297317504883,0.24651801586151123,0.28753238916397095,13,17,7,251,5,289,256,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_005,cubicle_office,4,b3,005,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,63.44556784629822,0,0,0,0,0,0,9,254,0,456,0.047079,53,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,246,8,272,254,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_006,cubicle_office,4,b3,006,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,76.76862502098083,6,6,0,1,6,6,12,268,0,460,0.03522425,17,6,3,3,3,0,3,6,24,3,3,0,0,0,0,9,3,3,3,0.925755500793457,0.34029269218444824,0.346431303024292,6,2,3,255,11,289,267,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_007,cubicle_office,4,b3,007,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,86.7385368347168,0,0,0,0,0,0,6,259,0,446,0.0369415,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,244,15,271,259,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_008,cubicle_office,4,b3,008,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,152.1269998550415,0,0,0,0,0,0,82,244,0,470,0.030203799999999933,94,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,235,8,254,244,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_009,cubicle_office,4,b3,009,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,63.94616508483887,0,0,0,0,0,0,7,249,0,416,0.04364435,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,243,6,259,249,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_010,cubicle_office,4,b3,010,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,60.259074687957764,0,0,0,0,0,0,4,261,0,442,0.0453591,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,255,6,283,261,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_011,cubicle_office,4,b3,011,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,70.09176778793335,2,2,0,1,2,2,8,257,0,448,0.04005165,36,17,2,2,2,0,2,4,16,2,2,0,0,0,0,6,2,2,2,0.8467040061950684,0.4233520030975342,0.5703685998916626,2,0,0,248,8,294,256,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_012,cubicle_office,4,b3,012,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,63.089874029159546,0,0,0,0,0,0,4,252,0,445,0.04838625,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,248,4,267,252,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/cubicle_office/uav_4/b3_cubicle_office_uav4_run_013,cubicle_office,4,b3,013,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,true,true,1,1,4,67.86446952819824,0,0,0,0,0,0,7,253,0,456,0.039974249999999996,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,238,15,277,253,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_001,octa_maze,4,b0,001,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,100.43096733093262,3,3,0,1,7,3,11,340,0,642,0.07074614999999998,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,321,16,366,340,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_002,octa_maze,4,b0,002,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,67.48536801338196,0,0,0,0,0,0,5,275,0,523,0.069634,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,269,5,294,275,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_003,octa_maze,4,b0,003,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,82.17717480659485,2,2,0,1,2,2,5,275,0,520,0.06579344999999999,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,268,6,283,274,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_004,octa_maze,4,b0,004,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,62.838064670562744,3,3,0,1,3,3,5,273,0,493,0.0538081,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,266,5,303,271,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_005,octa_maze,4,b0,005,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,96.25805139541626,0,0,0,0,1,0,4,301,0,564,0.045641,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,282,18,347,300,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_006,octa_maze,4,b0,006,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,74.09289526939392,0,0,0,0,0,0,5,263,0,492,0.07755619999999998,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,261,1,276,263,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_007,octa_maze,4,b0,007,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,107.20398616790771,1,1,0,1,1,1,9,243,0,498,0.14973109999999998,62,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,231,11,299,242,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/octa_maze/uav_4/b0_octa_maze_uav4_run_008,octa_maze,4,b0,008,5.0,/home/c2dev/c2_explorer_reproduction/scripts/activate_reachability_retry.sh,false,false,1,1,4,75.70579743385315,3,3,0,1,3,3,9,254,0,527,0.1855377499999999,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0,0,0,247,5,272,252,0
